respondent_id,question,answer
R_059,Do you think that global warming is happening?,Yes
R_059,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_059,Which comes closest to your own view about what most scientists think?,Most scientists think global warming is happening
R_059,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Somewhat agree
R_059,"In your opinion, when will global warming start to harm people in your country?",In 10 years
R_059,How much do you think global warming will harm plants and animal species?,Dont know
R_059,How much do you think global warming will harm future generations of people?,A great deal
R_059,How much do you think global warming will harm people in developing countries?,A great deal
R_059,How much do you think global warming will harm people in your country?,Dont know
R_059,How much do you think global warming will harm you personally?,Not at all
R_059,When do you think global warming will start to harm people in your country?,In 10 years
R_059,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Somewhat agree
R_059,"Fund more research into renewable energy sources, such as solar and wind power.",Somewhat oppose
R_059,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Somewhat oppose
R_059,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Somewhat oppose
R_059,Set strict CO2 emission limits on coal-fired power plants.,Somewhat support
R_059,Drill for oil in natural areas or reserves.,Strongly support
R_059,Expand offshore drilling for oil and natural gas off your country's coast.,Strongly support
R_059,Do you think the following should be doing more or less to address global warming? Corporations and industry.,More
R_059,The President.,Currently doing the right amount
R_059,Congress.,Currently doing the right amount
R_059,Your Governor.,Currently doing the right amount
R_059,Your local officials.,Currently doing the right amount
R_059,Citizens themselves.,Currently doing the right amount
R_059,Should global warming be a priority for the next president and Congress?,Medium
R_059,Should developing sources of clean energy be a priority?,Medium
R_059,Generate renewable energy (solar and wind) on public land in your country.,Somewhat disagree
R_059,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Somewhat disagree
R_059,How often do you discuss global warming with your friends and family?,Never
R_059,How often do you hear about global warming in the media?,Once a year or less often
R_059,How severe would you rate the personal effects of global warming that you have experienced?,Dont know / Not applicable
R_059,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Definitely not
R_059,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Not at all responsible
R_059,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,Somewhat disagree
R_059,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",neutral
R_059,A lot of important information is deliberately concealed from the public out of self-interest.,neutral
R_059,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,neutral
R_059,The government uses innocent people as patsies to hide its involvement in criminal activity.,neutral
R_059,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,neutral
R_059,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",neutral
R_059,New and advanced technology which would harm current industry is being suppressed.,neutral
